,title,price,link,image_url,Kilométrage,Couleur du véhicule,Etat du véhicule,Boite,Année,Cylindrée,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant,Livraison,Cylindrée moto
228,"À vendre : Nissan Qashqai 2019 en excellent état – Propre et bien entretenue !""",75000,https://www.tayara.tn/fr/item/675d53daf39faeaa98b93351/Voitures/Ariana/Ariana/_vendre_Nissan_Qashqai_2019_en_excellent_tat_Propre_et_bien_entretenue_/,https://www.tayara.tn/mediaGateway/resize-image?img=b9/b9b1b6c3-9ff3-44bd-9ee8-d53a603c1f41&w=300,66200,Gris,Avec kilométrage,Automatique,2019,1.4L,Nissan,Qashqai,6,4 x 4,Essence,,
229,chariot élévateur à vendre,30000,https://www.tayara.tn/fr/item/675d4ef9b7de28167ebe41a9/Engins%20BTP/Sfax/Sfax/chariot_lvateur_vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=f9/f92b5f44-75f6-416e-904e-a6cd94d754a8&w=300,,,,,,,,,,,,,
230,KIA CERATO,37000,https://www.tayara.tn/fr/item/675d4ef7b7de28167ebe41a8/Voitures/Ariana/Borj_Louzir/KIA_CERATO_/,https://www.tayara.tn/mediaGateway/resize-image?img=0a/0a429cff-3aed-4016-a480-03555ba5af4c&w=300,169000,Noir,Avec kilométrage,Automatique,2013,1.6L,Kia,Cerato,140,Berline,Essence,,
231,voiture 1ere main,45000,https://www.tayara.tn/fr/item/675d4b97f39faeaa98b92df1/Voitures/Ariana/Les_Jardins_El_Menzah_2/voiture_1ere_main/,https://www.tayara.tn/mediaGateway/resize-image?img=37/37ed5cd5-12ec-47dd-bd2d-a99eb27cac82&w=300,59000,Bleu,Avec kilométrage,Manuelle,2017,1.2L,Kia,Rio,5,Berline,Essence,,
232,Polo 8,47000,https://www.tayara.tn/fr/item/675b445cb5e4ab395e793d38/Voitures/Nabeul/Menzel_Temime/Polo_8/,https://www.tayara.tn/mediaGateway/resize-image?img=ad/adf7e792-c8a7-41ca-bc83-d63a48e7d757&w=300,102000,Gris,Avec kilométrage,Manuelle,2019,,Volkswagen,Polo,,Berline,Essence,,
233,Belle voiture,31500,https://www.tayara.tn/fr/item/675b43188729cead59ec1a57/Voitures/Sousse/Sousse_Riadh/Belle_voiture/,https://www.tayara.tn/mediaGateway/resize-image?img=e8/e8afdd6d-1c0b-4a7a-a5f2-e545e0eba566&w=300,197000,Blanc,Avec kilométrage,Manuelle,2017,1.2L,Citroen,Berlingo,5,Autres,Diesel,,
234,Suzuki celerio,32000,https://www.tayara.tn/fr/item/675b3a34b5e4ab395e793472/Voitures/Monastir/Bekalta/Suzuki_celerio_/,https://www.tayara.tn/mediaGateway/resize-image?img=8e/8ec7bdec-0360-48d7-9a0c-c0ae0398543b&w=300,62000,Orange,Nouveau,Manuelle,2020,,Suzuki,Celerio,,,Essence,,
235,mercedes c180,65000,https://www.tayara.tn/fr/item/675b35ac8729cead59ec0e95/Voitures/Tunis/L_Aouina/mercedes_c180/,https://www.tayara.tn/mediaGateway/resize-image?img=b8/b8dca66a-e5dd-44dd-ba47-3e3e9106f4e6&w=300,134000,Noir,Nouveau,Automatique,2014,1.6L,Mercedes-Benz,Classe C,9,Autres,Essence,,
236,Mercedes-Benz E200,72000,https://www.tayara.tn/fr/item/6759b1e1b5e4ab395e78438f/Voitures/Mahdia/Chebba/MercedesBenz_E200/,https://www.tayara.tn/mediaGateway/resize-image?img=7c/7c10e010-c22f-4158-9d9e-f9ba3279dc98&w=300,300000,Noir,Avec kilométrage,Automatique,2010,2.1L,Mercedes-Benz,Classe E,7,Berline,Diesel,,
237,Etat neuf,40000,https://www.tayara.tn/fr/item/6759a98b8729cead59eb18a6/Voitures/Nabeul/Nabeul/Etat_neuf_/,https://www.tayara.tn/mediaGateway/resize-image?img=d8/d8686f9d-b009-4664-bd36-bb29b01fe47f&w=300,29000,Bleu,,Manuelle,2022,,Suzuki,Celerio,4,,,,
238,A vendre jeep Cherokee Tunisie,11111,https://www.tayara.tn/fr/item/6759a10b8729cead59eb113b/Voitures/Ben_Arous/El_Mourouj/A_vendre_jeep_Cherokee_Tunisie_/,https://www.tayara.tn/mediaGateway/resize-image?img=e7/e7a84451-5a3b-47bc-8975-4b2b85ca7963&w=300,85000,Gris,Avec kilométrage,Manuelle,2005,2.8L,Jeep,Cherokee,11,4 x 4,Diesel,,
239,Haval H6,72000,https://www.tayara.tn/fr/item/675862e88729cead59ea5822/Voitures/Tunis/Sidi_Daoud/Haval_H6/,https://www.tayara.tn/mediaGateway/resize-image?img=23/23f8794c-b95c-40d2-9055-62a7bd0e925a&w=300,99000,Blanc,Avec kilométrage,Automatique,2019,1.5L,Haval,H6,9,Autres,Essence,,
240,Megane 3 Dci,27000,https://www.tayara.tn/fr/item/67585e428729cead59ea53e5/Voitures/Nabeul/Korba/Megane_3_Dci/,https://www.tayara.tn/mediaGateway/resize-image?img=de/def96020-d3ea-4217-bf45-5c3573763b59&w=300,300000,Noir,Avec kilométrage,Manuelle,2013,1.5L,Renault,Megane Estate,110,Berline,Diesel,,
241,Peugeot 2008 à vendre,30000,https://www.tayara.tn/fr/item/67585a28b5e4ab395e77730c/Voitures/Monastir/Monastir/Peugeot_2008_vendre_/,https://www.tayara.tn/mediaGateway/resize-image?img=c2/c25719d8-6d2d-46c3-b5d4-0be887a44992&w=300,220,Blanc,Avec kilométrage,Manuelle,2014,1.2L,Peugeot,2008,5,Berline,Essence,,
242,fiat uno 2005,12500,https://www.tayara.tn/fr/item/675858668729cead59ea4deb/Voitures/La_Manouba/Douar_Hicher/fiat_uno_2005/,https://www.tayara.tn/mediaGateway/resize-image?img=a3/a3a605fa-0184-4373-aa27-5565026a4ea3&w=300,260000,Noir,RS,Manuelle,2005,1.2L,Fiat,Uno,0,Autres,Essence,,
243,DACIA LOGAN,360000,https://www.tayara.tn/fr/item/6757305b8729cead59e95692/Voitures/Tozeur/Nefta/DACIA_LOGAN/,https://www.tayara.tn/mediaGateway/resize-image?img=6b/6b214c20-94a8-4e43-9d80-fcd43aa851ef&w=300,202371,Noir,Avec kilométrage,Manuelle,2017,,Dacia,Logan,,,Essence,,
244,mahindra scorpion 2.5,34000,https://www.tayara.tn/fr/item/67572f818729cead59e95535/Voitures/Mahdia/Mahdia/mahindra_scorpion_25/,https://www.tayara.tn/mediaGateway/resize-image?img=3a/3aed51b6-ca43-4296-aec1-6d32a055f173&w=300,110000,Blanc,Avec kilométrage,Manuelle,2016,2.5L,Mahindra,Scorpion,9,Autres,Diesel,,
245,range rover velar,251000,https://www.tayara.tn/fr/item/67572c228729cead59e94f48/Voitures/Gabs/Gabs_Ouest/range_rover_velar_/,https://www.tayara.tn/mediaGateway/resize-image?img=8d/8dcaeaaf-93fc-4911-a2b5-999a2f38f2d8&w=300,100000,Noir,Nouveau,Automatique,2020,2.0L,Land Rover,Range Rover,11,4 x 4,Diesel,,
246,CHEVROLET CRUZE  🇺🇸,34500,https://www.tayara.tn/fr/item/67572c178729cead59e94f34/Voitures/Le_Kef/Nebeur/CHEVROLET_CRUZE_/,https://www.tayara.tn/mediaGateway/resize-image?img=30/3002cb47-90a9-408f-98bd-7b7275e8d716&w=300,184500,Gris,Nouveau,Manuelle,6,1.6L,Chevrolet,Cruze,7,Berline,Essence,,
247,fiat sienna 1,18000,https://www.tayara.tn/fr/item/67572c078729cead59e94f17/Voitures/Tunis/Tunis/fiat_sienna_1/,https://www.tayara.tn/mediaGateway/resize-image?img=fa/fa362310-36c2-43b5-8c51-76f033266e24&w=300,271000,Gris,Avec kilométrage,Manuelle,2006,1.6L,Fiat,Siena,5,Autres,Essence,,
248,Vente,52000,https://www.tayara.tn/fr/item/675726148729cead59e9457d/Voitures/Nabeul/Nabeul/Vente/,https://www.tayara.tn/mediaGateway/resize-image?img=71/71a5d8f3-c7b2-45ae-8315-e103b84b23a1&w=300,120000,Noir,Avec kilométrage,Automatique,2015,1.4L,Skoda,Octavia,07,Berline,Essence,,
249,Toyota Corolla 1.2 Active,66000,https://www.tayara.tn/fr/item/6755c39d8729cead59e77f3c/Voitures/Nabeul/Klibia/Toyota_Corolla_12_Active/,https://www.tayara.tn/mediaGateway/resize-image?img=52/5265f9cb-7a7a-4247-8588-1d0352c1d7d7&w=300,82000,Blanc,Nouveau,Manuelle,2020,1.2L,Toyota,Corolla verso,5,Compacte,Essence,,
250,Vente voiture,22700,https://www.tayara.tn/fr/item/6755be8f8729cead59e77823/Voitures/Ben_Arous/Ben_Arous/Vente_voiture_/,https://www.tayara.tn/mediaGateway/resize-image?img=6d/6d669a4d-9ec4-4181-bb54-ddaf870ab43b&w=300,0000,Gris,Avec kilométrage,Manuelle,2006,1.2L,Fiat,Panda,4,Berline,Essence,,
251,Renault megane 2 année 2009 diesel,22000,https://www.tayara.tn/fr/item/675465e23c20a99fb56004c5/Voitures/Ben_Arous/Ezzahra/Renault_megane_2_anne_2009_diesel_/,https://www.tayara.tn/mediaGateway/resize-image?img=e2/e29e71fb-2ee3-4a7a-b8d9-ce7c834efe91&w=300,306000,Gris,Avec kilométrage,Manuelle,2009,1.5L,Renault,Megane,5,Berline,Diesel,,
252,Ds3 2017 full led,28300,https://www.tayara.tn/fr/item/6754652d0d8480a1e01e5756/Voitures/Ariana/Ariana_Essoughra/Ds3_2017_full_led/,https://www.tayara.tn/mediaGateway/resize-image?img=9e/9ebc135f-0bca-4934-9527-a7343d8851ff&w=300,,Blanc,Avec kilométrage,Manuelle,2017,1.2L,,,5,Compacte,Essence,,
253,voiture peugeot 308,31000,https://www.tayara.tn/fr/item/67545cca3c20a99fb560006e/Voitures/Sfax/Sfax/voiture_peugeot_308/,https://www.tayara.tn/mediaGateway/resize-image?img=00/00fb1ec1-bb47-419c-92c4-393ed045046d&w=300,166283,Blanc,Avec kilométrage,Manuelle,2016,,Peugeot,308,,,Essence,,
254,À VENDRE : Volkswagen Golf 7 1.2 TSI BlueMotion DSG – 5 cv / 105 ch – Année 2015 – Edition Lounge – Voiture de Société,55000,https://www.tayara.tn/fr/item/67545cc3041535433b4549ea/Voitures/Sousse/Sousse/_VENDRE_Volkswagen_Golf_7_12_TSI_BlueMotion_DSG_5_cv_105_ch_Anne_2015_Edition_Lounge_Voiture_de_Socit/,https://www.tayara.tn/mediaGateway/resize-image?img=7d/7d00c668-1b37-4b4e-9d70-f532397d7985&w=300,183000,Noir,Avec kilométrage,Automatique,2015,1.2L,Volkswagen,Golf 7,5,Compacte,Essence,,
255,clio 3 en très bon état,21000,https://www.tayara.tn/fr/item/675457ab041535433b45478f/Voitures/Tunis/Carthage/clio_3_en_trs_bon_tat_/,https://www.tayara.tn/mediaGateway/resize-image?img=fc/fc117fcf-81ab-4c5a-a086-ec816d30371c&w=300,280000,Blanc,Avec kilométrage,Manuelle,2010,1.5L,Renault,Clio,6,Compacte,Diesel,,
256,SUZUKI DZIRE PREMIÈRE MAIN EN TRÈS BON ÉTAT,37800,https://www.tayara.tn/fr/item/67a4c391ecbb2843cb4272b2/Voitures/Bizerte/Bizerte/SUZUKI_DZIRE_PREMIRE_MAIN_EN_TRS_BON_TAT_/,https://www.tayara.tn/mediaGateway/resize-image?img=a0/a09ae315-bbf6-41ce-a4ad-437d9d62afb0&w=300,74000,Gris,Avec kilométrage,Manuelle,2021,1.2L,Suzuki,Swift,5,Berline,Essence,,
257,SUZUKI DZIRE  G L PREMIÈRE MAIN EN EXCELLENT ÉTAT,37500,https://www.tayara.tn/fr/item/67a4c24bc7eb459fa8d850dc/Voitures/Bizerte/Bizerte/SUZUKI_DZIRE_G_L_PREMIRE_MAIN_EN_EXCELLENT_TAT_/,https://www.tayara.tn/mediaGateway/resize-image?img=f7/f78c2baa-a9a3-4eca-b646-400501bddbd1&w=300,81000,Noir,Avec kilométrage,Manuelle,2021,1.2L,Suzuki,Swift,5,Berline,Essence,,
258,BMW X3 X DRIVE 20 D,100000,https://www.tayara.tn/fr/item/67a493a4ecbb2843cb4246da/Voitures/Nabeul/Nabeul/BMW_X3_X_DRIVE_20_D/,https://www.tayara.tn/mediaGateway/resize-image?img=80/80063613-ac61-426d-99a3-8be100e26001&w=300,109000,Blanc,Avec kilométrage,Automatique,2013,2.0L,BMW,X3,10,4 x 4,Diesel,,
259,karhba ndhifa barcha,17000,https://www.tayara.tn/fr/item/67a49337ecbb2843cb424641/Voitures/Ariana/Chotrana_1/karhba_ndhifa_barcha/,https://www.tayara.tn/mediaGateway/resize-image?img=7b/7bf05a9c-e228-43a3-849c-ef7d94fb391a&w=300,,,,,,,Fiat,,,,,,
260,golf 5 united 1.4 essence 20009846,35800,https://www.tayara.tn/fr/item/67a4930dc7eb459fa8d82657/Voitures/Monastir/Autres_Villes/golf_5_united_14_essence_20009846_/,https://www.tayara.tn/mediaGateway/resize-image?img=6a/6a507f7d-0920-43d1-9b29-8d65f5cc6f75&w=300,190,Gris,Nouveau,Manuelle,2009,1.4L,Volkswagen,Golf,6,Berline,Essence,,
261,"Mercedes-Benz C180 💎vraiment vrai bijoux 💎 9ch essence ⛽️ 200 klm certifié model 2011🤍
☎️20009846",48000,https://www.tayara.tn/fr/item/67a491d6ecbb2843cb4244ca/Voitures/Monastir/Autres_Villes/MercedesBenz_C180_vraiment_vrai_bijoux_9ch_essence_200_klm_certifi_model_201120009846/,https://www.tayara.tn/mediaGateway/resize-image?img=a8/a805fe96-9bcf-42f1-b14d-36563898545a&w=300,200,Blanc,Nouveau,Manuelle,2011,1.6L,Mercedes-Benz,Classe C,9,Berline,Essence,,
262,Citroen C3,46850,https://www.tayara.tn/fr/item/67a46ea6c7eb459fa8d806c4/Voitures/Ben_Arous/Autres_Villes/Citroen_C3/,https://www.tayara.tn/mediaGateway/resize-image?img=e8/e8fd8058-8488-414f-a6d6-88429a3299f1&w=300,70000,Rouge,Avec kilométrage,Manuelle,2020,1.2L,Citroen,C3,9999,Compacte,Essence,,
263,Voiture A Vendre,26000,https://www.tayara.tn/fr/item/67a46bdfc7eb459fa8d80554/Voitures/Sfax/Thyna/Voiture_A_Vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=dc/dcea09f1-1c38-4918-aeff-3ebc821b4984&w=300,,Noir,Avec kilométrage,Manuelle,2010,1.3L,Citroen,C4,6,Compacte,Essence,,
264,"BAIC  7 places av ou echange 
BAIC  7 places av ou echange",40000,https://www.tayara.tn/fr/item/67a46657ecbb2843cb42233e/Voitures/Sfax/Sfax/BAIC_7_places_av_ou_echange_BAIC_7_places_av_ou_echange_/,https://www.tayara.tn/mediaGateway/resize-image?img=c2/c2a316fc-a5e3-46c1-a43e-0d48bfccfded&w=300,99300,Gris,Nouveau,Manuelle,2018,1.4L,BYD,F3,7,4 x 4,Essence,,
265,CLA 200 AMG Full options Neuf,77500,https://www.tayara.tn/fr/item/67a465b6c7eb459fa8d802a8/Voitures/Ariana/Cit_Ennasr_2/CLA_200_AMG_Full_options_Neuf_/,https://www.tayara.tn/mediaGateway/resize-image?img=d9/d99c5504-73a4-40d8-8372-aeeaa5324eef&w=300,190000,Blanc,Nouveau,Automatique,2014,1.6L,Mercedes-Benz,Classe CLA,8,Berline,Essence,,
266,Polo 6,18700,https://www.tayara.tn/fr/item/67a3a18becbb2843cb418541/Voitures/Tunis/Cit_Olympique/Polo_6_/,https://www.tayara.tn/mediaGateway/resize-image?img=7e/7ebf831e-7221-4927-abc8-66d0a17702f7&w=300,257000,Gris,Avec kilométrage,Manuelle,2006,1.2L,Volkswagen,Polo,4,Berline,Essence,,
267,Citroen C4,17500,https://www.tayara.tn/fr/item/67a3a0adecbb2843cb4183ea/Voitures/Tunis/Cit_Olympique/Citroen_C4_/,https://www.tayara.tn/mediaGateway/resize-image?img=0f/0fe94653-d165-49f6-b90d-616cdd10a47a&w=300,266000,Noir,Avec kilométrage,Manuelle,2007,1.4L,Citroen,C4,6,Berline,Essence,,
268,Mercedes-Benz Classe A 180,110000,https://www.tayara.tn/fr/item/67a39dbfecbb2843cb417f9b/Voitures/Ariana/Ariana/MercedesBenz_Classe_A_180/,https://www.tayara.tn/mediaGateway/resize-image?img=b6/b668ae9a-430a-44f6-b553-0116cbc3c48f&w=300,61000,Noir,Avec kilométrage,Automatique,2020,1.3L,Mercedes-Benz,Classe A,,,Essence,,
269,🇲🇫   𝐏𝐄𝐔𝐆𝐄𝐎𝐓 𝟒𝟎𝟕 𝐍𝐀𝐕𝐓𝐄𝐐 𝐌𝐨𝐭𝐞𝐮𝐫 𝐉𝐝𝐢𝐝 🇲🇫,25500,https://www.tayara.tn/fr/item/67a3637eecbb2843cb4114c2/Voitures/Sfax/Sfax/_/,https://www.tayara.tn/mediaGateway/resize-image?img=2a/2ad723da-ee29-4ba6-a32e-d0ed3f832300&w=300,10000,Gris,Avec kilométrage,Manuelle,2008,1.6L,Peugeot,407 SW,6,Compacte,Diesel,,
270,TARGA,95000,https://www.tayara.tn/fr/item/677a023df39faeaa98c94add/Bateaux/Ben_Arous/Rads/TARGA_/,https://www.tayara.tn/mediaGateway/resize-image?img=46/46801f1f-efa8-4e6c-a715-64919c28eecc&w=300,,,,,,,,,,,,,
271,azimut,460000,https://www.tayara.tn/fr/item/676d39c8b7de28167ec7319e/Bateaux/Monastir/Monastir/azimut_/,https://www.tayara.tn/mediaGateway/resize-image?img=4c/4c168639-244e-463f-8906-465198522990&w=300,,,,,,,,,,,,,
272,bateau tunisien,110000,https://www.tayara.tn/fr/item/67a362d3ecbb2843cb411364/Bateaux/Ben_Arous/Rads/bateau_tunisien_/,https://www.tayara.tn/mediaGateway/resize-image?img=f1/f19c6a78-2b21-4297-b107-7dbf412c8081&w=300,,,,,,,,,,,,,
273,Mazda 3,42000,https://www.tayara.tn/fr/item/67a3625cecbb2843cb411292/Voitures/Nabeul/Menzel_Bouzelfa/Mazda_3/,https://www.tayara.tn/mediaGateway/resize-image?img=a7/a7677ebc-b1be-4fba-a3c2-4cfb5671c6ae&w=300,209000,Noir,Avec kilométrage,Manuelle,2015,1.6L,Mazda,3,6,Berline,Essence,,
274,Hyundai tucson,35000,https://www.tayara.tn/fr/item/67a339a6ecbb2843cb40c8a0/Voitures/Ben_Arous/El_Mourouj_4/Hyundai_tucson/,https://www.tayara.tn/mediaGateway/resize-image?img=eb/eb520a17-62ac-4716-a7a2-b8f80ab4bf8f&w=300,136.000,,,,2005,,,,8,,,,
275,A VENDRE SSANGYONG TIVOLI,42000,https://www.tayara.tn/fr/item/67a28f18ecbb2843cb404f05/Voitures/Sousse/Sousse/A_VENDRE_SSANGYONG_TIVOLI/,https://www.tayara.tn/mediaGateway/resize-image?img=fd/fdabbcf6-cf8d-42e6-98e3-44993be21373&w=300,166000,Noir,Avec kilométrage,Manuelle,2015,1.6L,Ssangyong,Tivoli,7,Autres,Essence,,
276,Nissan Qashqai Tekna,53000,https://www.tayara.tn/fr/item/67a28cececbb2843cb404c44/Voitures/Sousse/Sousse/Nissan_Qashqai_Tekna/,https://www.tayara.tn/mediaGateway/resize-image?img=3b/3b815e38-974d-46f2-80f6-23e06989fadd&w=300,220000,Gris,Avec kilométrage,Manuelle,2015,1.2L,Nissan,Qashqai,6,4 x 4,Essence,,
277,Camion Peugeot Boxer 2.0 hdi très bien entretenu,55000,https://www.tayara.tn/fr/item/67a28b0fecbb2843cb404987/Camions/Sousse/Sousse/Camion_Peugeot_Boxer_20_hdi_trs_bien_entretenu/,https://www.tayara.tn/mediaGateway/resize-image?img=49/494bbd4b-4e78-40e3-8cb4-38f982004971&w=300,,,,,,,,,,,,,
278,Camion Peugeot Boxer 2.0 hdi très bien entretenu,55000,https://www.tayara.tn/fr/item/67a28a87ecbb2843cb4048c7/Camions/Monastir/Monastir/Camion_Peugeot_Boxer_20_hdi_trs_bien_entretenu/,https://www.tayara.tn/mediaGateway/resize-image?img=20/205e5c1a-79c1-4ad0-b894-3761708cd6a8&w=300,,,,,,,,,,,,,
279,b9 5places e-hdi,47000,https://www.tayara.tn/fr/item/67a28588ecbb2843cb40410d/Voitures/Bja/Bja/b9_5places_ehdi/,https://www.tayara.tn/mediaGateway/resize-image?img=24/2412f85a-a8a7-4441-a3f0-7e29f8329ff8&w=300,170000,Gris,Nouveau,Manuelle,2017,1.6L,Peugeot,Partner,5,Compacte,Diesel,,
280,New beetle,23000,https://www.tayara.tn/fr/item/67a2207becbb2843cb3f8a4f/Voitures/La_Manouba/Denden/New_beetle_/,https://www.tayara.tn/mediaGateway/resize-image?img=ec/ec8c18e0-4302-4204-818d-ebf960c16ef0&w=300,292000,Jaune,Avec kilométrage,Manuelle,,1.9L,Volkswagen,Beetle,5,Autres,Diesel,,
281,mitsubtshi L200,33800,https://www.tayara.tn/fr/item/67a21fb6ecbb2843cb3f889b/Voitures/Bizerte/Mateur/mitsubtshi_L200_/,https://www.tayara.tn/mediaGateway/resize-image?img=b1/b17a352c-cefa-4a67-b28b-9a33ae2e532c&w=300,0,Doré,Nouveau,Manuelle,2006,2.5L,Mitsubishi,L200,10,Autres,Diesel,,
282,hyundai premiere main,29500,https://www.tayara.tn/fr/item/67a21efaecbb2843cb3f872d/Voitures/Mdenine/Zarzis/hyundai_premiere_main/,https://www.tayara.tn/mediaGateway/resize-image?img=e3/e354a127-fbb2-448f-9c0b-8ac61717d503&w=300,220,Gris,Avec kilométrage,Manuelle,2016,1.2L,Hyundai,I 10,5,Compacte,Essence,,
283,"je met à vendre ma voiture Renault Scénic 2001 
98613130",18000,https://www.tayara.tn/fr/item/67a21e2eecbb2843cb3f85b1/Voitures/Mdenine/Zarzis/je_met_vendre_ma_voiture_Renault_Scnic_2001_98613130/,https://www.tayara.tn/mediaGateway/resize-image?img=11/11a9c39e-944c-4d95-aeb9-3bd035183753&w=300,200000,Vert,Avec kilométrage,Manuelle,2001,1.9L,Renault,Grand Scenic,6,Berline,Diesel,,
284,seat ateca,98000,https://www.tayara.tn/fr/item/67a1d164ecbb2843cb3ef74e/Voitures/Tunis/Tunis/seat_ateca/,https://www.tayara.tn/mediaGateway/resize-image?img=38/38f6a3af-26f8-4ffe-9999-fd6ba91d8d65&w=300,35000,Gris,Avec kilométrage,Automatique,2023,1.4L,Seat,Altea,8,Autres,Essence,,
285,clio classic,16500,https://www.tayara.tn/fr/item/67a1d0b1ecbb2843cb3ef65a/Voitures/Ben_Arous/Rads/clio_classic/,https://www.tayara.tn/mediaGateway/resize-image?img=1a/1a1a91b3-b64a-47c5-b75a-d05ccb6e88c2&w=300,380,Noir,Avec kilométrage,Manuelle,2002,1.2L,Renault,Clio,5,Autres,Essence,,
286,Toyota lande crusier prado,120000,https://www.tayara.tn/fr/item/67a1cffdecbb2843cb3ef56a/Voitures/Sidi_Bouzid/Sidi_Bouzid/Toyota_lande_crusier_prado/,https://www.tayara.tn/mediaGateway/resize-image?img=c5/c53f3569-5df6-4665-8a12-b0567c8b63db&w=300,131000,Blanc,RS,Automatique,2010,2.7L,Toyota,Prado,15,4 x 4,Essence,,
287,Polo 6 double arbracam,20000,https://www.tayara.tn/fr/item/67a1cf1cecbb2843cb3ef445/Voitures/Tunis/Le_Bardo/Polo_6_double_arbracam_/,https://www.tayara.tn/mediaGateway/resize-image?img=98/98ad6a3a-c110-424c-b7e1-95fb3415cc4f&w=300,193,Gris,Avec kilométrage,Manuelle,2007,1.2L,Volkswagen,Polo,5,Compacte,Essence,,
288,HONDA CITY SPORT,67000,https://www.tayara.tn/fr/item/67a0f147a487ea2259c4b9ec/Voitures/Ariana/La_Soukra/HONDA_CITY_SPORT/,https://www.tayara.tn/mediaGateway/resize-image?img=84/841677fe-0bb3-4f94-8b18-02d22b08d4e5&w=300,51000,Blanc,Avec kilométrage,Automatique,2021,1.6L,Honda,City,6,Compacte,Essence,,
289,Ford Fiesta Ghia 2008,20000,https://www.tayara.tn/fr/item/67a0a880a487ea2259c47058/Voitures/Ben_Arous/Hammam_Lif/Ford_Fiesta_Ghia_2008/,https://www.tayara.tn/mediaGateway/resize-image?img=ea/ea34ee4c-9ef0-4851-8f89-df7eb67f24c7&w=300,216321,Noir,Avec kilométrage,Manuelle,2008,1.2L,Ford,Fiesta,,,,,
290,AUDI A1 COUPÉ,35000,https://www.tayara.tn/fr/item/67a0a71d6286c241457ced61/Voitures/Tunis/Tunis/AUDI_A1_COUP_/,https://www.tayara.tn/mediaGateway/resize-image?img=54/54b16c21-b02f-47e4-bf2d-2edf0fcfff07&w=300,179000,Rouge,Nouveau,Manuelle,2012,1.4L,Audi,A1,5,Berline,Essence,,
291,vente alfa 147,19500,https://www.tayara.tn/fr/item/678b88669bffab23b809698c/Voitures/Tunis/Le_Kram/vente_alfa_147_/,https://www.tayara.tn/mediaGateway/resize-image?img=68/68759374-d6d3-4a63-8080-67dbcec846c5&w=100&w=300,190000,Noir,Avec kilométrage,Manuelle,2009,1.7L,Alfa Romeo,147 gta,7,Compacte,Essence,,
292,DACIA DUSTER 3013,38000,https://www.tayara.tn/fr/item/67a0a695a487ea2259c46e64/Voitures/Tunis/Tunis/DACIA_DUSTER_3013/,https://www.tayara.tn/mediaGateway/resize-image?img=02/022cc84a-630b-43b1-9288-07705376e16f&w=300,172000,Gris,Nouveau,Manuelle,2013,1.6L,Dacia,Duster,7,Berline,Essence,,
293,MAHINDRA KUV 100 ann 2020,28500,https://www.tayara.tn/fr/item/67a0a601a487ea2259c46db0/Voitures/Ariana/La_Soukra/MAHINDRA_KUV_100_ann_2020/,https://www.tayara.tn/mediaGateway/resize-image?img=49/49a79103-371a-4b40-bd16-651309041f1a&w=300,96000,Noir,Nouveau,Manuelle,2020,1.2L,Mahindra,Scorpion,5,Berline,Essence,,
294,offre extraordinaire à ne pas rater,68500,https://www.tayara.tn/fr/item/679fd474a487ea2259c40c4c/Voitures/Ariana/El_Menzah_6/offre_extraordinaire_ne_pas_rater_/,https://www.tayara.tn/mediaGateway/resize-image?img=00/00f03cf6-faeb-4a58-ac21-58f5c32ac27c&w=300,180000,Blanc,Avec kilométrage,Automatique,2019,1.4L,Volkswagen,UP,6,Compacte,Essence,,
295,avendre chery qq,35500,https://www.tayara.tn/fr/item/679fd349a487ea2259c40b19/Voitures/Nabeul/Nabeul/avendre_chery_qq/,https://www.tayara.tn/mediaGateway/resize-image?img=57/579f307d-3c8e-40a7-80dd-e349b501e5ff&w=300,42000,Noir,Nouveau,Manuelle,2022,1.2L,Chery,QQ,4,Utilitaire,Essence,,
296,avendre Toyota agya,36000,https://www.tayara.tn/fr/item/679fd0e5a487ea2259c4086f/Voitures/Nabeul/Nabeul/avendre_Toyota_agya/,https://www.tayara.tn/mediaGateway/resize-image?img=5b/5b9454f8-9255-41e4-863b-a245d86f70d6&w=300,52000,Blanc,Nouveau,Manuelle,2022,<1.0L,Toyota,Aygo,4,Utilitaire,Essence,,
297,Karhba mta3 kssiba,24800,https://www.tayara.tn/fr/item/679fce4e6286c241457c8542/Voitures/Nabeul/Mrezga/Karhba_mta3_kssiba_/,https://www.tayara.tn/mediaGateway/resize-image?img=e2/e24899a2-e579-4222-bdaf-4f0b70ab521b&w=300,178000,Blanc,Avec kilométrage,Manuelle,2015,1.3L,Fiat,Doblo,5,Utilitaire,Diesel,,
298,Mercedes classe C,58000,https://www.tayara.tn/fr/item/679f70856286c241457c34ac/Voitures/Sousse/Sahloul/Mercedes_classe_C/,https://www.tayara.tn/mediaGateway/resize-image?img=1f/1ffb6244-6c47-41f5-b8e7-c39e0c068f32&w=300,220000,Blanc,Avec kilométrage,Automatique,2012,1.8L,Mercedes-Benz,Classe C Coupe,9,Berline,Essence,,
